file_id	md5	size	urls	sample_id
VMRC_HMP_UMD_MT_223401.se.fq.gz	a57d0266a8733ec40f31cae3f82e9a67	222737805	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_223401.se.fq.gz	VMRC_HMP_UMD_UAB119_W1D7,vmrc:lib-a9339e12
VMRC_HMP_UMD_MT_223465.se.fq.gz	ecfca7d355502700c5813b6936f04957	166959811	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_223465.se.fq.gz	VMRC_HMP_UMD_UAB119_W3D7,vmrc:lib-fd776f65
VMRC_HMP_UMD_MT_223529.se.fq.gz	3fd4fdab803d6e31b354abecc7787052	261841736	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_223529.se.fq.gz	vmrc:lib-d40fa355,VMRC_HMP_UMD_UAB119_W5D7
VMRC_HMP_UMD_MT_223593.se.fq.gz	8047984c61fcd9626e4ba84c2dd0e9ea	1721751398	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_223593.se.fq.gz	vmrc:lib-9b81702e,VMRC_HMP_UMD_UAB119_W7D7
VMRC_HMP_UMD_MT_223657.se.fq.gz	342b66746a5150ea12ca330aeb42a115	774938772	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_223657.se.fq.gz	VMRC_HMP_UMD_UAB119_W9D7,vmrc:lib-e233e219
VMRC_HMP_UMD_MT_224412.se.fq.gz	656fc87862cad8e5785dca9d241795bb	5967183512	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_224412.se.fq.gz	vmrc:lib-6f774eb4,VMRC_HMP_UMD_UAB122_W1D7
VMRC_HMP_UMD_MT_224460.se.fq.gz	981c9c3c4ced27437fade436740e555e	1027660229	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_224460.se.fq.gz	VMRC_HMP_UMD_UAB122_W3D4,vmrc:lib-91a4659d
VMRC_HMP_UMD_MT_224508.se.fq.gz	f144b60378995767f9a682a7a48535a0	288506615	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_224508.se.fq.gz	VMRC_HMP_UMD_UAB122_W4D7,vmrc:lib-00c333f6
VMRC_HMP_UMD_MT_224560.se.fq.gz	72b10b292de4dbd96ef29b48924b6523	859793660	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_224560.se.fq.gz	VMRC_HMP_UMD_UAB122_W6D5,vmrc:lib-79d91955
VMRC_HMP_UMD_MT_224664.se.fq.gz	e8155c73d7b48c8b4933138ec30091d0	1597783922	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_224664.se.fq.gz	VMRC_HMP_UMD_UAB122_W9D6,vmrc:lib-c96c542a
VMRC_HMP_UMD_MT_226771.se.fq.gz	4341b18c0ed565c468c069d7e7e6ca78	1928831305	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_226771.se.fq.gz	VMRC_HMP_UMD_UAB129_W1D7,vmrc:lib-84f9834b
VMRC_HMP_UMD_MT_226815.se.fq.gz	25cf58ab33e851084ba0ea71821d68f0	252896900	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_226815.se.fq.gz	vmrc:lib-ae661a0f,VMRC_HMP_UMD_UAB129_W3D3
VMRC_HMP_UMD_MT_226899.se.fq.gz	6912398b2f793aaf833c45a6022fdcff	3608558983	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_226899.se.fq.gz	VMRC_HMP_UMD_UAB129_W5D7,vmrc:lib-356082c6
VMRC_HMP_UMD_MT_226963.se.fq.gz	c506f76dfa11d83a318b216471c34625	112964051	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_226963.se.fq.gz	VMRC_HMP_UMD_UAB129_W7D7,vmrc:lib-db1b66b8
VMRC_HMP_UMD_MT_227035.se.fq.gz	9705922a77282bebec5f607648ac0349	886691117	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_227035.se.fq.gz	VMRC_HMP_UMD_UAB129_W10D2,vmrc:lib-c8fff8c5
VMRC_HMP_UMD_MT_235308.se.fq.gz	4208efa5417fab0cc690f3c985ae2b1f	517577994	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_235308.se.fq.gz	vmrc:lib-4c75777f,VMRC_HMP_UMD_EM09_W6D7
VMRC_HMP_UMD_MT_235373.se.fq.gz	839ed990fccebce60d32531515934207	2337753616	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_235373.se.fq.gz	vmrc:lib-a5d98de0,VMRC_HMP_UMD_EM09_W8D5
VMRC_HMP_UMD_MT_235413.se.fq.gz	9f84b5db5b319fda7faaa39658e7c15b	696897943	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_235413.se.fq.gz	VMRC_HMP_UMD_EM09_W9D6,vmrc:lib-a505f904
VMRC_HMP_UMD_MT_253536.se.fq.gz	0cdd4db09d3a246447975dd52ae4d165	329383252	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_253536.se.fq.gz	vmrc:lib-85d40f6a,VMRC_HMP_UMD_EM10_W1D7
VMRC_HMP_UMD_MT_253576.se.fq.gz	df61ba07cb5c73805d3fa9d7ac2f4c71	629833457	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_253576.se.fq.gz	VMRC_HMP_UMD_EM10_W3D2,vmrc:lib-1da9bd4c
VMRC_HMP_UMD_MT_253632.se.fq.gz	c716c539448d9f0a2e6f442569efc85b	420968634	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_253632.se.fq.gz	VMRC_HMP_UMD_EM10_W4D7,vmrc:lib-ed2a7fa2
VMRC_HMP_UMD_MT_253676.se.fq.gz	66c18d8bf11e726fd567c1eb48643ed4	664171671	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_253676.se.fq.gz	VMRC_HMP_UMD_EM10_W6D5,vmrc:lib-7048b8a7
VMRC_HMP_UMD_MT_253749.se.fq.gz	4ad21514c1c98697239a22bccab6d905	1032603476	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_253749.se.fq.gz	VMRC_HMP_UMD_EM10_W8D7,vmrc:lib-eb6e02ac
VMRC_HMP_UMD_MT_256765.se.fq.gz	427e991c5312022d6ad71531ddfc833b	521492746	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_256765.se.fq.gz	VMRC_HMP_UMD_EM11_W1D7,vmrc:lib-79c07911
VMRC_HMP_UMD_MT_256825.se.fq.gz	a9b5903717a3ca2883851d8b44493415	176246913	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_256825.se.fq.gz	vmrc:lib-a0a9d40e,VMRC_HMP_UMD_EM11_W3D6
VMRC_HMP_UMD_MT_256893.se.fq.gz	39c4350779e0b1b6b495311cc451edba	160161593	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_256893.se.fq.gz	VMRC_HMP_UMD_EM11_W5D7,vmrc:lib-b1fdf630
VMRC_HMP_UMD_MT_256958.se.fq.gz	4a528391b024cadc003c7a0a9c834095	2409173976	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_256958.se.fq.gz	VMRC_HMP_UMD_EM11_W7D7,vmrc:lib-a7224c55
VMRC_HMP_UMD_MT_257022.se.fq.gz	3e6c68cd074365d8c114355e28d40b41	745030475	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_257022.se.fq.gz	VMRC_HMP_UMD_EM11_W9D7,vmrc:lib-acaada8f
VMRC_HMP_UMD_MT_261149.se.fq.gz	a3efdb9c1114dceab763613135676c83	1392313373	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_261149.se.fq.gz	vmrc:lib-fb1c5b12,VMRC_HMP_UMD_AYAC09_W5D7
VMRC_HMP_UMD_MT_261189.se.fq.gz	6644ef18911234ee29e7466d79605d5a	393103910	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_261189.se.fq.gz	vmrc:lib-089f024f,VMRC_HMP_UMD_AYAC09_W7D4
VMRC_HMP_UMD_MT_261265.se.fq.gz	c167a22f18d07fdb900fbcd2522f01f8	1224959691	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_261265.se.fq.gz	vmrc:lib-83829665,VMRC_HMP_UMD_AYAC09_W9D7
VMRC_HMP_UMD_MT_262955.se.fq.gz	0c81e80ab25ecddad34661080d3dd489	300988572	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_262955.se.fq.gz	vmrc:lib-2696352f,VMRC_HMP_UMD_AYAC10_W1D7
VMRC_HMP_UMD_MT_262987.se.fq.gz	87241ce5f4792f46d3ebd967fd5d6335	2005178313	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_262987.se.fq.gz	VMRC_HMP_UMD_AYAC10_W2D7,vmrc:lib-ef596ad9
VMRC_HMP_UMD_MT_263071.se.fq.gz	21df9258815f94581451738a56d4cc52	192310485	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_263071.se.fq.gz	VMRC_HMP_UMD_AYAC10_W5D4,vmrc:lib-295bb3bd
VMRC_HMP_UMD_MT_263164.se.fq.gz	a3f81730345e66759fdcacc1cf8bb1b8	205424029	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_263164.se.fq.gz	vmrc:lib-aa77c898,VMRC_HMP_UMD_AYAC10_W8D1
VMRC_HMP_UMD_MT_263212.se.fq.gz	7e7a8d8ee732cd062e5c0db57b2a5ed8	265766345	gs://vmrc-hmp-umd-metatranscriptome/microbial_transcriptome/sequence_reads/Illumina/MT_263212.se.fq.gz	VMRC_HMP_UMD_AYAC10_W9D5,vmrc:lib-36374a3f
VMRC_MOD_Stanford_MG_1050901179.R1.fq.gz	68cfcec6e5c4ec66957ccb3a35fd9836	240555355	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901179.R1.fq.gz	vmrc:lib-9f16a256,VMRC_MOD_Stanford_1050901179
VMRC_MOD_Stanford_MG_1050901179.R2.fq.gz	15eca364386a1a893b001725b11fb180	253455540	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901179.R2.fq.gz	vmrc:lib-9f16a256,VMRC_MOD_Stanford_1050901179
VMRC_MOD_Stanford_MG_1050901179.unpaired.fq.gz	f594566e37691932d3317ba2ac3a1dd3	80338210	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901179.unpaired.fq.gz	vmrc:lib-9f16a256,VMRC_MOD_Stanford_1050901179
VMRC_MOD_Stanford_MG_1050901209.R1.fq.gz	41c67fb0044460896f94886f7c036191	209993678	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901209.R1.fq.gz	vmrc:lib-0c232a2d,VMRC_MOD_Stanford_1050901209
VMRC_MOD_Stanford_MG_1050901209.R2.fq.gz	aa766bc8ea4aa596f8e6b677eb52feb9	215543743	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901209.R2.fq.gz	vmrc:lib-0c232a2d,VMRC_MOD_Stanford_1050901209
VMRC_MOD_Stanford_MG_1050901209.unpaired.fq.gz	f4186406660c13bfb9e5583da6b82748	40253807	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901209.unpaired.fq.gz	vmrc:lib-0c232a2d,VMRC_MOD_Stanford_1050901209
VMRC_MOD_Stanford_MG_1050901239.R1.fq.gz	0e3f56b0a15c73e05a3acac05d15ab21	531278820	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901239.R1.fq.gz	vmrc:lib-f86308fc,VMRC_MOD_Stanford_1050901239
VMRC_MOD_Stanford_MG_1050901239.R2.fq.gz	29e68ee8056ce0ad1210e5d2c5cebb4f	565787778	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901239.R2.fq.gz	vmrc:lib-f86308fc,VMRC_MOD_Stanford_1050901239
VMRC_MOD_Stanford_MG_1050901239.unpaired.fq.gz	2ad8196c4477f19ae8e45dacb481a529	137042601	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901239.unpaired.fq.gz	vmrc:lib-f86308fc,VMRC_MOD_Stanford_1050901239
VMRC_MOD_Stanford_MG_1050901289.R1.fq.gz	83833631da7a1ef74aae46dbd8369896	319691896	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901289.R1.fq.gz	VMRC_MOD_Stanford_1050901289,vmrc:lib-72fd31a3
VMRC_MOD_Stanford_MG_1050901289.R2.fq.gz	79175e97668f2873b273621eb7e1447c	338367605	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901289.R2.fq.gz	VMRC_MOD_Stanford_1050901289,vmrc:lib-72fd31a3
VMRC_MOD_Stanford_MG_1050901289.unpaired.fq.gz	e08505ac6f33cafe23f5abd6e718a270	103670259	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901289.unpaired.fq.gz	VMRC_MOD_Stanford_1050901289,vmrc:lib-72fd31a3
VMRC_MOD_Stanford_MG_1050901329.R1.fq.gz	1cef16804df2b9a64c5a214d85a16c65	1076997311	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901329.R1.fq.gz	VMRC_MOD_Stanford_1050901329,vmrc:lib-7b0263ed
VMRC_MOD_Stanford_MG_1050901329.R2.fq.gz	75f226b3676b35870e65cf2c757f0713	1179861516	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901329.R2.fq.gz	VMRC_MOD_Stanford_1050901329,vmrc:lib-7b0263ed
VMRC_MOD_Stanford_MG_1050901329.unpaired.fq.gz	5d05aff97cde98b4895b5065546352e8	363484645	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1050901329.unpaired.fq.gz	VMRC_MOD_Stanford_1050901329,vmrc:lib-7b0263ed
VMRC_MOD_Stanford_MG_1060901199.R1.fq.gz	0c408c37b2e740ee4f1add8750aa8530	87297096	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901199.R1.fq.gz	VMRC_MOD_Stanford_1060901199,vmrc:lib-23618bfb
VMRC_MOD_Stanford_MG_1060901199.R2.fq.gz	6e35896c4ffb764a1e4a4c785014353c	88797547	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901199.R2.fq.gz	VMRC_MOD_Stanford_1060901199,vmrc:lib-23618bfb
VMRC_MOD_Stanford_MG_1060901199.unpaired.fq.gz	10040ea0b8e1f191b54a84548a1c1b0f	18504810	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901199.unpaired.fq.gz	VMRC_MOD_Stanford_1060901199,vmrc:lib-23618bfb
VMRC_MOD_Stanford_MG_1060901239.R1.fq.gz	d79c1b91abb98b58aaa056c590758f42	80355480	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901239.R1.fq.gz	vmrc:lib-d0d96554,VMRC_MOD_Stanford_1060901239
VMRC_MOD_Stanford_MG_1060901239.R2.fq.gz	2550fdcc8e467bd969a1137b8edea017	80748100	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901239.R2.fq.gz	vmrc:lib-d0d96554,VMRC_MOD_Stanford_1060901239
VMRC_MOD_Stanford_MG_1060901239.unpaired.fq.gz	11234c6157811c7bfa2d5e0840bc6c69	29095788	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901239.unpaired.fq.gz	vmrc:lib-d0d96554,VMRC_MOD_Stanford_1060901239
VMRC_MOD_Stanford_MG_1060901269.R1.fq.gz	83ed41d8bda9a53a312bb172d3bb6e1c	92521351	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901269.R1.fq.gz	vmrc:lib-421e3d75,VMRC_MOD_Stanford_1060901269
VMRC_MOD_Stanford_MG_1060901269.R2.fq.gz	1786278d9c226befc26a8b0baaa4b4ca	91269766	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901269.R2.fq.gz	vmrc:lib-421e3d75,VMRC_MOD_Stanford_1060901269
VMRC_MOD_Stanford_MG_1060901269.unpaired.fq.gz	ee10f67b92442098951772807f736e78	14816532	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901269.unpaired.fq.gz	vmrc:lib-421e3d75,VMRC_MOD_Stanford_1060901269
VMRC_MOD_Stanford_MG_1060901339.R1.fq.gz	6471a3735f1a8a6e0eaa4d75659e3911	166244307	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901339.R1.fq.gz	VMRC_MOD_Stanford_1060901339,vmrc:lib-affe111d
VMRC_MOD_Stanford_MG_1060901339.R2.fq.gz	0d09b2a41ba705f0c750d96abdd077e3	159708663	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901339.R2.fq.gz	VMRC_MOD_Stanford_1060901339,vmrc:lib-affe111d
VMRC_MOD_Stanford_MG_1060901339.unpaired.fq.gz	df18be61a0eb5b2fa64180dfcde774ee	20656382	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1060901339.unpaired.fq.gz	VMRC_MOD_Stanford_1060901339,vmrc:lib-affe111d
VMRC_MOD_Stanford_MG_1061301149.R1.fq.gz	a2f6d6945e550ef8aeb634b667ec4391	485040960	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301149.R1.fq.gz	VMRC_MOD_Stanford_1061301149,vmrc:lib-f3bfa335
VMRC_MOD_Stanford_MG_1061301149.R2.fq.gz	7e5844b502cae1b7cb220e2e9b827fb8	529724379	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301149.R2.fq.gz	VMRC_MOD_Stanford_1061301149,vmrc:lib-f3bfa335
VMRC_MOD_Stanford_MG_1061301149.unpaired.fq.gz	0a74d80a36759e34a2b9473a7b7b1e36	106897381	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301149.unpaired.fq.gz	VMRC_MOD_Stanford_1061301149,vmrc:lib-f3bfa335
VMRC_MOD_Stanford_MG_1061301189.R1.fq.gz	81d04ef5a016c56b01ca942e56519cd2	189487820	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301189.R1.fq.gz	VMRC_MOD_Stanford_1061301189,vmrc:lib-32b191a2
VMRC_MOD_Stanford_MG_1061301189.R2.fq.gz	98bb799e2ad80cd7dadd6921f417b1e0	205846583	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301189.R2.fq.gz	VMRC_MOD_Stanford_1061301189,vmrc:lib-32b191a2
VMRC_MOD_Stanford_MG_1061301189.unpaired.fq.gz	234e209935edb64b4a56016af8e9deac	55501185	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301189.unpaired.fq.gz	VMRC_MOD_Stanford_1061301189,vmrc:lib-32b191a2
VMRC_MOD_Stanford_MG_1061301229.R1.fq.gz	851c74022d1fdbfc85d32cd43604bc44	1385719952	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301229.R1.fq.gz	VMRC_MOD_Stanford_1061301229,vmrc:lib-a1e52be1
VMRC_MOD_Stanford_MG_1061301229.R2.fq.gz	acac93b65e327b8f230e6a4a0a72ceea	1466929975	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301229.R2.fq.gz	VMRC_MOD_Stanford_1061301229,vmrc:lib-a1e52be1
VMRC_MOD_Stanford_MG_1061301229.unpaired.fq.gz	a0b264801891e2be05029e27c35783c7	128464051	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301229.unpaired.fq.gz	VMRC_MOD_Stanford_1061301229,vmrc:lib-a1e52be1
VMRC_MOD_Stanford_MG_1061301269.R1.fq.gz	14691ce25ab3fa882d6b4b53c26a79ed	952505979	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301269.R1.fq.gz	VMRC_MOD_Stanford_1061301269,vmrc:lib-c83a8daa
VMRC_MOD_Stanford_MG_1061301269.R2.fq.gz	6aa3584fd14b933dd25df0055b4cd4de	1042209823	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301269.R2.fq.gz	VMRC_MOD_Stanford_1061301269,vmrc:lib-c83a8daa
VMRC_MOD_Stanford_MG_1061301269.unpaired.fq.gz	433333370149c5c4cdd607e86090e5eb	88686237	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301269.unpaired.fq.gz	VMRC_MOD_Stanford_1061301269,vmrc:lib-c83a8daa
VMRC_MOD_Stanford_MG_1061301329.R1.fq.gz	f54fbd1462facd9e8eefa68f77b9aa9f	706355279	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301329.R1.fq.gz	VMRC_MOD_Stanford_1061301329,vmrc:lib-946f681e
VMRC_MOD_Stanford_MG_1061301329.R2.fq.gz	824835e27392f3157e0e873696ee36cc	794745495	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301329.R2.fq.gz	VMRC_MOD_Stanford_1061301329,vmrc:lib-946f681e
VMRC_MOD_Stanford_MG_1061301329.unpaired.fq.gz	14ba9a613b87dca8bf6c17429bece4a0	101915950	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1061301329.unpaired.fq.gz	VMRC_MOD_Stanford_1061301329,vmrc:lib-946f681e
VMRC_MOD_Stanford_MG_1062101149.R1.fq.gz	86aa8983c2b0b756e384662c5209411d	188474296	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101149.R1.fq.gz	vmrc:lib-017ced27,VMRC_MOD_Stanford_1062101149
VMRC_MOD_Stanford_MG_1062101149.R2.fq.gz	1382dfbc62de90a65403382cb89c519a	211222028	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101149.R2.fq.gz	vmrc:lib-017ced27,VMRC_MOD_Stanford_1062101149
VMRC_MOD_Stanford_MG_1062101149.unpaired.fq.gz	908f2ffc27e013a8e4a9aaeb5ec79fbf	72169955	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101149.unpaired.fq.gz	vmrc:lib-017ced27,VMRC_MOD_Stanford_1062101149
VMRC_MOD_Stanford_MG_1062101189.R1.fq.gz	9b3d7a28e0b6363900862d2c57c13b12	691475885	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101189.R1.fq.gz	VMRC_MOD_Stanford_1062101189,vmrc:lib-3b7c8c5e
VMRC_MOD_Stanford_MG_1062101189.R2.fq.gz	34b2fd12545f0f8ba02b1918b38d4825	701363601	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101189.R2.fq.gz	VMRC_MOD_Stanford_1062101189,vmrc:lib-3b7c8c5e
VMRC_MOD_Stanford_MG_1062101189.unpaired.fq.gz	33e6ab5f180d8adde64163633be461f8	61822149	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101189.unpaired.fq.gz	VMRC_MOD_Stanford_1062101189,vmrc:lib-3b7c8c5e
VMRC_MOD_Stanford_MG_1062101239.R1.fq.gz	5d8df03a5d29448ea81b9fef139590a0	207900121	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101239.R1.fq.gz	VMRC_MOD_Stanford_1062101239,vmrc:lib-227d4c85
VMRC_MOD_Stanford_MG_1062101239.R2.fq.gz	0df332f5606a31be9c4c3227435d8ce5	242274926	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101239.R2.fq.gz	VMRC_MOD_Stanford_1062101239,vmrc:lib-227d4c85
VMRC_MOD_Stanford_MG_1062101239.unpaired.fq.gz	cb3b82e512587cfb240571e86f35847a	127051627	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101239.unpaired.fq.gz	VMRC_MOD_Stanford_1062101239,vmrc:lib-227d4c85
VMRC_MOD_Stanford_MG_1062101299.R1.fq.gz	6f8f55c4b5dd93dec2deca876a2d635b	673495520	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101299.R1.fq.gz	vmrc:lib-fd79d975,VMRC_MOD_Stanford_1062101299
VMRC_MOD_Stanford_MG_1062101299.R2.fq.gz	7f0d72fbf7b401e3185c9514ec537ae6	730836556	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101299.R2.fq.gz	vmrc:lib-fd79d975,VMRC_MOD_Stanford_1062101299
VMRC_MOD_Stanford_MG_1062101299.unpaired.fq.gz	f10931442db820f8557158f68016fd73	102269166	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101299.unpaired.fq.gz	vmrc:lib-fd79d975,VMRC_MOD_Stanford_1062101299
VMRC_MOD_Stanford_MG_1062101359.R1.fq.gz	ed80c1199e68807affc7100b96f38653	145589140	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101359.R1.fq.gz	vmrc:lib-e77cba66,VMRC_MOD_Stanford_1062101359
VMRC_MOD_Stanford_MG_1062101359.R2.fq.gz	e142f0f322e22eeb6bdb7e4c78a5a906	141768046	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101359.R2.fq.gz	vmrc:lib-e77cba66,VMRC_MOD_Stanford_1062101359
VMRC_MOD_Stanford_MG_1062101359.unpaired.fq.gz	2bca87bce1e55a04fa81c34fc31477ae	67005807	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062101359.unpaired.fq.gz	vmrc:lib-e77cba66,VMRC_MOD_Stanford_1062101359
VMRC_MOD_Stanford_MG_1062201159.R1.fq.gz	270680605b06bae0a100924f50f2dcf1	109835101	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062201159.R1.fq.gz	vmrc:lib-61e55695,VMRC_MOD_Stanford_1062201159
VMRC_MOD_Stanford_MG_1062201159.R2.fq.gz	bf12ee4e72afbed48a372ad0f4f5ed75	112825888	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062201159.R2.fq.gz	vmrc:lib-61e55695,VMRC_MOD_Stanford_1062201159
VMRC_MOD_Stanford_MG_1062201159.unpaired.fq.gz	177f31123ace743fa0b7283e83cfd27f	27486884	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062201159.unpaired.fq.gz	vmrc:lib-61e55695,VMRC_MOD_Stanford_1062201159
VMRC_MOD_Stanford_MG_1062201199.R1.fq.gz	dc34289d124818a4bb03c24f78372357	218727142	gs://vmrc-mod-stanford-metagenome/sequence_reads/Illumina/MG_1062201199.R1.fq.gz	vmrc:lib-afb2a14e,VMRC_MOD_Stanford_1062201199
